Period,Area,Mission,Category,Indicator,Observation,Notes
2014,E09000014,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.39368626191575,
2017,E09000014,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.28055972000695,
2015,E09000014,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.15444111352175,
2016,E09000019,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.11193701565342,
2019,E09000019,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.20918867483065,
2014,E09000019,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.93422050306757,
2017,E09000019,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.92551782886773,
2015,E09000019,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.75748809795689,
2016,E09000020,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.40617318243889,
2019,E09000020,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,5.96162067781873,
2014,E09000020,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.27840224248406,
2017,E09000020,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.36285139985605,
2015,E09000020,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.21499026700737,
2016,E09000022,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.4973326204545,
2019,E09000022,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.52266039220525,
2014,E09000022,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.54128538135774,
2017,E09000022,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.14881258471663,
2015,E09000022,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.11694653100351,
2016,E09000023,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.88155720504752,
2019,E09000023,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.15825545256455,
2014,E09000023,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.75886935815012,
2017,E09000023,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.04096722588745,
2015,E09000023,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.44053550828218,
2016,E09000025,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.76487821102459,
2019,E09000025,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.61819312435861,
2014,E09000025,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.2936043100633,
2017,E09000025,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.40405325589415,
2015,E09000025,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.18919382122909,
2016,E09000028,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.55500962677485,
2019,E09000028,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.5343468010618,
2014,E09000028,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.35669302701522,
2017,E09000028,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.25298906531287,
2015,E09000028,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.89501073159362,
2016,E09000030,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.95662186194849,
2019,E09000030,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.15065956304002,
2014,E09000030,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.77895056739646,
2017,E09000030,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.84029441657457,
2015,E09000030,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.54743696568169,
2016,E09000032,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.30531657936372,
2019,E09000032,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.59596578297487,
2014,E09000032,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.13092595055268,
2017,E09000032,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.17651165858157,
2015,E09000032,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.04136391093138,
2016,E09000033,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.30955017892335,
2019,E09000033,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.46227953278718,
2014,E09000033,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.04641325157076,
2017,E09000033,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.10305049906708,
2015,E09000033,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.75472201701204,
2016,E13000002,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.88266261722055,
2019,E13000002,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.98098371289078,
2014,E13000002,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.77014747789572,
2017,E13000002,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.65599611224987,
2015,E13000002,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.48631196225048,
2016,E09000002,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.88225750150246,
2019,E09000002,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.0183836944814,
2014,E09000002,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.1070515409074,
2017,E09000002,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.51885715575474,
2015,E09000002,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.45326568603667,
2016,E09000003,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.59928150596031,
2019,E09000003,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.78891262324452,
2014,E09000003,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.53362355123768,
2017,E09000003,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.32983122610258,
2015,E09000003,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.28836904219484,
2016,E09000004,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.01866867651934,
2019,E09000004,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.29576151522327,
2014,E09000004,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.92352308681004,
2017,E09000004,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.97473090471667,
2015,E09000004,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.69679927480569,
2016,E09000005,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.61168077508501,
2019,E09000005,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,6.87042639234219,
2014,E09000005,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.30609950360717,
2017,E09000005,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.5267348127021,
2015,E09000005,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.23099132130909,
2016,E09000006,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.07860017722673,
2019,E09000006,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.22188194511994,
2014,E09000006,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.09365058903204,
2017,E09000006,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.90935101452964,
2015,E09000006,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.69027033433172,
2016,E09000008,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.2028290591122,
2019,E09000008,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.34478226220853,
2014,E09000008,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.1535045620878,
2017,E09000008,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.88899814615199,
2015,E09000008,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.73959805398503,
2016,E09000009,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,8.15973705203219,
2019,E09000009,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.11600073269119,
2014,E09000009,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.74762455112677,
2017,E09000009,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.79489673915722,
2015,E09000009,Mission 3,"Boosting productivity, pay, jobs and living standards",Drive to employment centre with 500 to 4999 jobs,7.58611276777464,
