Period,Area,Mission,Category,Indicator,Observation,Lower Confidence Interval (95%),Upper Confidence Interval (95%)
2019,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,578.9,574.4,583.4
2020,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,578.3,572.9,583.699999999999
2021,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,592.1,586.4,597.8
2022,E09000024,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,579.2,573.5,584.9
2008,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,526.9,521.9,531.9
2009,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,518.5,513.6,523.4
2010,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,506.1,499.8,512.4
2011,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,479.5,475.3,483.7
2012,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,526.7,521.9,531.5
2013,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,503.9,498.799999999999,509.0
2014,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,517.6,512.8,522.4
2015,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,533.1,527.8,538.4
2016,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,521.8,517.199999999999,526.4
2017,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,546.8,542.0,551.599999999999
2018,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,555.8,551.4,560.199999999999
2019,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,565.6,560.1,571.1
2020,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,581.6,576.0,587.2
2021,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,579.3,573.699999999999,584.9
2022,E09000026,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,581.9,575.6,588.199999999999
2008,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,642.5,636.1,648.9
2009,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,617.7,611.7,623.7
2010,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,668.7,664.1,673.3
2011,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,665.0,659.8,670.2
2012,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,670.8,665.9,675.699999999999
2013,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,670.5,665.3,675.7
2014,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,654.2,648.8,659.6
2015,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,648.0,642.4,653.6
2016,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,688.8,681.9,695.699999999999
2017,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,665.9,660.0,671.8
2018,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,677.6,671.8,683.4
2019,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,721.1,715.7,726.5
2020,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,702.9,695.8,710.0
2021,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,704.5,698.0,711.0
2022,E09000027,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,709.3,703.099999999999,715.5
2008,E09000029,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,505.3,499.7,510.9
2009,E09000029,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,503.2,499.2,507.2
2010,E09000029,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,495.3,490.7,499.9
2011,E09000029,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,497.9,493.299999999999,502.5
2012,E09000029,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,517.5,513.2,521.8
2013,E09000029,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,518.0,513.6,522.4
2014,E09000029,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,508.3,503.9,512.7
2015,E09000029,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,498.3,493.3,503.3
2016,E09000029,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,532.9,527.9,537.9
2017,E09000029,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,515.2,509.8,520.6
2018,E09000029,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,548.7,543.7,553.7
2019,E09000029,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,549.0,543.3,554.7
2020,E09000029,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,543.3,538.3,548.3
2021,E09000029,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,576.9,570.699999999999,583.1
2022,E09000029,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,575.3,570.099999999999,580.5
2008,E09000031,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,466.7,461.7,471.7
2009,E09000031,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,476.2,471.4,481.0
2010,E09000031,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,475.7,471.5,479.9
2011,E09000031,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,464.4,459.799999999999,469.0
2012,E09000031,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,472.6,468.9,476.3
2013,E09000031,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,441.8,436.9,446.7
